id,edge1_id,edge2_id,node1_id,node2_id,capacity
313,626,627,126,24,50000000000
314,628,629,126,1,49999999000
315,630,631,126,10,50000000000
316,632,633,126,125,49999998000
317,634,635,126,113,50000000000
318,636,637,126,118,49999999000
319,638,639,126,106,50000001000
320,640,641,127,43,49999998000
321,642,643,127,112,50000000000
322,644,645,127,103,50000001000
323,646,647,127,12,49999999000
324,648,649,127,32,49999999000
325,650,651,127,108,50000000000
326,652,653,127,36,49999999000
327,654,655,127,105,50000001000
328,656,657,127,9,50000000000
329,658,659,127,125,49999998000
330,660,661,128,105,49999998000
331,662,663,128,24,50000000000
332,664,665,128,1,50000001000
333,666,667,128,122,49999999000
334,668,669,128,2,49999999000
335,670,671,128,107,49999999000
336,672,673,128,33,50000001000
337,674,675,128,110,50000001000
338,676,677,128,124,49999997000
339,678,679,128,1,50000000000
340,680,681,129,109,49999998000
341,682,683,129,118,49999998000
342,684,685,129,113,50000001000
343,686,687,129,103,49999999000
344,688,689,129,126,50000000000
345,690,691,129,125,50000000000
346,692,693,129,22,50000000000
347,694,695,129,3,49999999000
348,696,697,129,123,49999999000
349,698,699,129,112,50000001000
350,700,701,130,10,49999999000
351,702,703,130,111,49999999000
352,704,705,130,100,49999999000
353,706,707,130,15,50000000000
354,708,709,130,110,49999999000
355,710,711,130,113,49999999000
356,712,713,130,103,49999998000
357,714,715,130,110,49999999000
358,716,717,130,110,50000001000
359,718,719,130,103,50000000000
360,720,721,131,20,49999999000
361,722,723,131,103,49999999000
362,724,725,131,110,50000000000
363,726,727,131,41,50000000000
364,728,729,131,109,50000000000
365,730,731,131,111,49999998000
366,732,733,131,100,50000000000
367,734,735,131,120,49999999000
368,736,737,131,117,49999997000
369,738,739,131,10,49999998000
370,740,741,132,118,50000000000
371,742,743,132,101,49999999000
372,744,745,132,106,50000001000
373,746,747,132,104,50000000000
374,748,749,132,43,50000001000
375,750,751,132,10,49999999000
376,752,753,132,33,50000000000
377,754,755,132,101,49999999000
378,756,757,132,101,50000000000
379,758,759,132,4,50000000000
380,760,761,133,101,49999997000
381,762,763,133,2,50000001000
382,764,765,133,121,49999998000
383,766,767,133,117,50000001000
384,768,769,133,125,50000001000
385,770,771,133,2,50000000000
386,772,773,133,20,49999998000
387,774,775,133,6,49999999000
388,776,777,133,32,49999999000
389,778,779,133,30,49999999000
390,780,781,134,103,50000001000
391,782,783,134,26,50000000000
392,784,785,134,32,50000001000
393,786,787,134,17,49999998000
394,788,789,134,33,50000000000
395,790,791,134,122,50000001000
396,792,793,134,1,49999999000
397,794,795,134,104,49999998000
398,796,797,134,106,50000000000
399,798,799,134,31,50000000000
400,800,801,135,24,50000000000
401,802,803,135,102,49999999000
402,804,805,135,43,50000000000
403,806,807,135,118,49999999000
404,808,809,135,43,50000001000
405,810,811,135,105,49999999000
406,812,813,135,120,50000002000
407,814,815,135,100,50000000000
408,816,817,135,111,50000001000
409,818,819,135,101,50000000000
410,820,821,136,20,49999998000
411,822,823,136,110,49999999000
412,824,825,136,111,49999999000
413,826,827,136,36,50000001000
414,828,829,136,106,49999999000
415,830,831,136,101,50000000000
416,832,833,136,111,49999999000
417,834,835,136,111,50000000000
418,836,837,136,112,50000000000
419,838,839,136,125,50000000000
420,840,841,137,103,50000000000
421,842,843,137,10,50000000000
422,844,845,137,128,49999999000
423,846,847,137,119,49999999000
424,848,849,137,38,49999999000
425,850,851,137,100,50000000000
426,852,853,137,39,49999999000
427,854,855,137,100,50000000000
428,856,857,137,2,50000000000
429,858,859,137,40,50000000000
430,860,861,138,1,50000001000
431,862,863,138,135,49999999000
432,864,865,138,103,49999999000
433,866,867,138,113,49999998000
434,868,869,138,10,50000000000
435,870,871,138,133,50000001000
436,872,873,138,117,50000002000
437,874,875,138,102,50000001000
438,876,877,138,100,50000000000
439,878,879,138,20,49999999000
440,880,881,139,46,49999998000
441,882,883,139,115,49999999000
442,884,885,139,37,50000001000
443,886,887,139,111,50000000000
444,888,889,139,100,50000001000
445,890,891,139,100,49999999000
446,892,893,139,100,49999999000
447,894,895,139,127,50000000000
448,896,897,139,1,50000000000
449,898,899,139,123,50000001000
450,900,901,140,117,50000000000
451,902,903,140,127,49999998000
452,904,905,140,6,50000001000
453,906,907,140,124,50000000000
454,908,909,140,33,50000001000
455,910,911,140,8,49999998000
456,912,913,140,2,50000000000
457,914,915,140,108,49999999000
458,916,917,140,3,49999998000
459,918,919,140,33,49999999000
460,920,921,141,120,49999999000
461,922,923,141,101,50000001000
462,924,925,141,131,49999998000
463,926,927,141,118,50000000000
464,928,929,141,121,50000000000
465,930,931,141,103,49999999000
466,932,933,141,43,50000000000
467,934,935,141,113,50000000000
468,936,937,141,114,49999998000
469,938,939,141,1,49999999000
470,940,941,142,110,50000000000
471,942,943,142,46,49999999000
472,944,945,142,122,50000000000
473,946,947,142,100,49999999000
474,948,949,142,125,50000001000
475,950,951,142,10,50000000000
476,952,953,142,133,50000001000
477,954,955,142,103,49999999000
478,956,957,142,120,49999999000
479,958,959,142,39,50000000000
480,960,961,143,33,50000000000
481,962,963,143,116,50000000000
482,964,965,143,114,49999999000
483,966,967,143,135,50000001000
484,968,969,143,116,49999998000
485,970,971,143,127,49999998000
486,972,973,143,100,50000000000
487,974,975,143,101,50000000000
488,976,977,143,17,50000000000
489,978,979,143,108,49999998000
490,980,981,144,100,50000000000
491,982,983,144,106,49999999000
492,984,985,144,110,50000001000
493,986,987,144,109,50000000000
494,988,989,144,1,50000000000
495,990,991,144,101,49999998000
496,992,993,144,106,50000000000
497,994,995,144,126,50000000000
498,996,997,144,141,49999999000
499,998,999,144,101,49999999000
500,1000,1001,145,3,50000000000
501,1002,1003,145,137,50000000000
502,1004,1005,145,139,49999999000
503,1006,1007,145,114,49999999000
504,1008,1009,145,33,49999999000
505,1010,1011,145,100,49999999000
506,1012,1013,145,101,49999999000
507,1014,1015,145,137,50000001000
508,1016,1017,145,132,49999999000
509,1018,1019,145,134,50000001000
510,1020,1021,146,143,49999999000
511,1022,1023,146,113,50000000000
512,1024,1025,146,140,49999999000
513,1026,1027,146,111,50000001000
514,1028,1029,146,122,49999999000
515,1030,1031,146,43,50000000000
516,1032,1033,146,105,50000000000
517,1034,1035,146,116,49999999000
518,1036,1037,146,105,49999999000
519,1038,1039,146,130,49999998000
520,1040,1041,147,12,49999997000
521,1042,1043,147,142,50000000000
522,1044,1045,147,26,50000001000
523,1046,1047,147,106,50000000000
524,1048,1049,147,41,50000000000
525,1050,1051,147,122,49999998000
526,1052,1053,147,106,50000000000
527,1054,1055,147,21,49999996000
528,1056,1057,147,1,50000000000
529,1058,1059,147,100,49999999000
530,1060,1061,148,42,50000000000
531,1062,1063,148,123,50000000000
532,1064,1065,148,6,50000001000
533,1066,1067,148,100,50000000000
534,1068,1069,148,4,49999999000
535,1070,1071,148,138,49999998000
536,1072,1073,148,142,49999999000
537,1074,1075,148,10,49999998000
538,1076,1077,148,107,50000000000
539,1078,1079,148,101,50000000000
540,1080,1081,149,116,49999999000
541,1082,1083,149,136,49999999000
542,1084,1085,149,6,50000000000
543,1086,1087,149,116,50000001000
544,1088,1089,149,140,50000000000
545,1090,1091,149,24,50000001000
546,1092,1093,149,126,49999999000
547,1094,1095,149,120,49999999000
548,1096,1097,149,22,50000000000
549,1098,1099,149,135,49999998000
550,1100,1101,150,139,49999998000
551,1102,1103,150,125,50000001000
552,1104,1105,150,43,49999999000
553,1106,1107,150,139,49999998000
554,1108,1109,150,101,49999999000
555,1110,1111,150,112,50000001000
556,1112,1113,150,114,50000000000
557,1114,1115,150,114,49999999000
558,1116,1117,150,2,50000001000
559,1118,1119,150,140,50000002000
560,1120,1121,151,101,49999998000
561,1122,1123,151,122,50000000000
562,1124,1125,151,110,50000000000
563,1126,1127,151,20,50000002000
564,1128,1129,151,108,49999998000
565,1130,1131,151,120,49999998000
566,1132,1133,151,134,49999998000
567,1134,1135,151,120,49999999000
568,1136,1137,151,103,49999999000
569,1138,1139,151,33,50000000000
570,1140,1141,152,116,49999999000
571,1142,1143,152,101,50000000000
572,1144,1145,152,135,50000001000
573,1146,1147,152,142,49999999000
574,1148,1149,152,24,50000000000
575,1150,1151,152,25,49999999000
576,1152,1153,152,112,49999999000
577,1154,1155,152,149,49999999000
578,1156,1157,152,15,49999999000
579,1158,1159,152,101,50000000000
580,1160,1161,153,114,49999999000
581,1162,1163,153,101,49999999000
582,1164,1165,153,101,50000000000
583,1166,1167,153,114,49999997000
584,1168,1169,153,100,50000000000
585,1170,1171,153,111,49999999000
586,1172,1173,153,123,49999998000
587,1174,1175,153,123,49999998000
588,1176,1177,153,32,50000000000
589,1178,1179,153,137,49999998000
590,1180,1181,154,151,50000000000
591,1182,1183,154,145,50000002000
592,1184,1185,154,101,50000000000
593,1186,1187,154,100,50000000000
594,1188,1189,154,114,50000000000
595,1190,1191,154,100,50000000000
596,1192,1193,154,34,49999999000
597,1194,1195,154,30,49999998000
598,1196,1197,154,19,49999999000
599,1198,1199,154,116,50000001000
600,1200,1201,155,110,49999998000
601,1202,1203,155,137,49999998000
602,1204,1205,155,137,49999999000
603,1206,1207,155,101,49999997000
604,1208,1209,155,118,49999998000
605,1210,1211,155,30,50000000000
606,1212,1213,155,114,49999999000
607,1214,1215,155,145,50000001000
608,1216,1217,155,2,49999999000
609,1218,1219,155,16,50000000000
610,1220,1221,156,13,49999998000
611,1222,1223,156,14,50000001000
612,1224,1225,156,100,50000001000
613,1226,1227,156,40,50000001000
614,1228,1229,156,115,50000000000
615,1230,1231,156,155,49999999000
616,1232,1233,156,100,50000000000
617,1234,1235,156,44,50000001000
618,1236,1237,156,4,50000001000
619,1238,1239,156,126,49999999000
620,1240,1241,157,116,50000000000
621,1242,1243,157,109,50000000000
622,1244,1245,157,140,49999999000
623,1246,1247,157,32,50000000000
624,1248,1249,157,127,49999999000
625,1250,1251,157,104,50000000000
626,1252,1253,157,131,50000001000
627,1254,1255,157,129,50000001000
628,1256,1257,157,110,50000001000
629,1258,1259,157,135,50000000000
630,1260,1261,158,150,49999999000
631,1262,1263,158,113,50000000000
632,1264,1265,158,100,49999998000
633,1266,1267,158,138,49999999000
634,1268,1269,158,124,49999999000
635,1270,1271,158,112,49999999000
636,1272,1273,158,106,49999999000
637,1274,1275,158,129,50000001000
638,1276,1277,158,106,50000000000
639,1278,1279,158,9,49999999000
640,1280,1281,159,20,49999998000
641,1282,1283,159,113,49999999000
642,1284,1285,159,137,50000000000
643,1286,1287,159,111,50000000000
644,1288,1289,159,6,50000001000
645,1290,1291,159,156,50000000000
646,1292,1293,159,114,49999998000
647,1294,1295,159,106,50000001000
648,1296,1297,159,4,50000000000
649,1298,1299,159,134,49999999000
650,1300,1301,160,118,50000000000
651,1302,1303,160,107,49999998000
652,1304,1305,160,128,50000001000
653,1306,1307,160,127,50000000000
654,1308,1309,160,137,50000000000
655,1310,1311,160,101,50000000000
656,1312,1313,160,139,49999999000
657,1314,1315,160,117,49999998000
658,1316,1317,160,43,50000000000
659,1318,1319,160,155,49999999000
660,1320,1321,161,33,50000001000
661,1322,1323,161,1,50000001000
662,1324,1325,161,109,49999997000
663,1326,1327,161,104,49999999000
664,1328,1329,161,122,49999998000
665,1330,1331,161,17,50000000000
666,1332,1333,161,142,49999999000
667,1334,1335,161,136,50000000000
668,1336,1337,161,111,50000000000
669,1338,1339,161,4,49999998000
670,1340,1341,162,43,49999999000
671,1342,1343,162,158,49999999000
672,1344,1345,162,1,50000000000
673,1346,1347,162,118,50000000000
674,1348,1349,162,4,49999998000
675,1350,1351,162,109,49999999000
676,1352,1353,162,150,50000000000
677,1354,1355,162,114,50000000000
678,1356,1357,162,128,50000000000
679,1358,1359,162,22,50000001000
680,1360,1361,163,2,49999998000
681,1362,1363,163,112,49999999000
682,1364,1365,163,131,50000000000
683,1366,1367,163,8,49999998000
684,1368,1369,163,141,50000000000
685,1370,1371,163,114,49999999000
686,1372,1373,163,156,50000000000
687,1374,1375,163,118,50000000000
688,1376,1377,163,102,49999999000
689,1378,1379,163,104,50000000000
690,1380,1381,164,143,49999999000
691,1382,1383,164,120,49999999000
692,1384,1385,164,22,49999997000
693,1386,1387,164,17,50000000000
694,1388,1389,164,115,49999998000
695,1390,1391,164,111,50000001000
696,1392,1393,164,107,50000000000
697,1394,1395,164,158,49999999000
698,1396,1397,164,29,50000000000
699,1398,1399,164,103,50000000000
700,1400,1401,165,43,49999998000
701,1402,1403,165,124,49999999000
702,1404,1405,165,2,49999998000
703,1406,1407,165,104,50000000000
704,1408,1409,165,123,50000000000
705,1410,1411,165,43,49999999000
706,1412,1413,165,149,50000000000
707,1414,1415,165,6,50000000000
708,1416,1417,165,163,50000001000
709,1418,1419,165,15,50000000000
710,1420,1421,166,39,50000000000
711,1422,1423,166,138,50000000000
712,1424,1425,166,118,49999998000
713,1426,1427,166,115,49999999000
714,1428,1429,166,154,49999999000
715,1430,1431,166,101,50000000000
716,1432,1433,166,137,50000000000
717,1434,1435,166,130,50000001000
718,1436,1437,166,124,50000000000
719,1438,1439,166,110,50000000000
720,1440,1441,167,154,49999999000
721,1442,1443,167,144,50000000000
722,1444,1445,167,30,49999999000
723,1446,1447,167,137,49999999000
724,1448,1449,167,135,49999999000
725,1450,1451,167,148,50000000000
726,1452,1453,167,112,49999998000
727,1454,1455,167,137,50000000000
728,1456,1457,167,39,49999999000
729,1458,1459,167,107,50000000000
730,1460,1461,168,24,49999998000
731,1462,1463,168,33,50000000000
732,1464,1465,168,166,49999997000
733,1466,1467,168,131,50000000000
734,1468,1469,168,103,49999998000
735,1470,1471,168,163,50000001000
736,1472,1473,168,100,49999998000
737,1474,1475,168,143,49999999000
738,1476,1477,168,104,50000000000
739,1478,1479,168,164,50000000000
740,1480,1481,169,151,49999998000
741,1482,1483,169,145,49999997000
742,1484,1485,169,103,49999999000
743,1486,1487,169,152,50000000000
744,1488,1489,169,101,50000001000
745,1490,1491,169,2,49999998000
746,1492,1493,169,1,50000000000
747,1494,1495,169,154,49999998000
748,1496,1497,169,22,50000000000
749,1498,1499,169,168,50000000000
750,1500,1501,170,123,50000000000
751,1502,1503,170,32,49999999000
752,1504,1505,170,39,50000001000
753,1506,1507,170,129,49999998000
754,1508,1509,170,24,49999999000
755,1510,1511,170,123,49999999000
756,1512,1513,170,113,49999999000
757,1514,1515,170,127,49999999000
758,1516,1517,170,142,50000000000
759,1518,1519,170,101,50000000000
760,1520,1521,171,103,50000001000
761,1522,1523,171,114,50000000000
762,1524,1525,171,39,49999999000
763,1526,1527,171,122,49999999000
764,1528,1529,171,2,50000000000
765,1530,1531,171,154,49999998000
766,1532,1533,171,167,50000000000
767,1534,1535,171,130,50000000000
768,1536,1537,171,1,49999999000
769,1538,1539,171,157,50000001000
770,1540,1541,172,123,50000001000
771,1542,1543,172,101,49999999000
772,1544,1545,172,33,49999998000
773,1546,1547,172,113,49999998000
774,1548,1549,172,8,50000001000
775,1550,1551,172,126,49999999000
776,1552,1553,172,118,49999999000
777,1554,1555,172,151,50000000000
778,1556,1557,172,24,50000000000
779,1558,1559,172,2,50000000000
780,1560,1561,173,1,50000000000
781,1562,1563,173,115,50000000000
782,1564,1565,173,113,49999999000
783,1566,1567,173,127,50000000000
784,1568,1569,173,123,50000000000
785,1570,1571,173,16,50000000000
786,1572,1573,173,130,50000000000
787,1574,1575,173,116,50000001000
788,1576,1577,173,105,50000000000
789,1578,1579,173,114,50000001000
790,1580,1581,174,24,50000002000
791,1582,1583,174,43,50000001000
792,1584,1585,174,106,49999999000
793,1586,1587,174,8,49999999000
794,1588,1589,174,10,49999999000
795,1590,1591,174,108,49999998000
796,1592,1593,174,110,50000000000
797,1594,1595,174,1,49999998000
798,1596,1597,174,170,49999999000
799,1598,1599,174,162,50000002000
800,1600,1601,175,111,49999998000
801,1602,1603,175,101,49999999000
802,1604,1605,175,135,50000000000
803,1606,1607,175,130,49999999000
804,1608,1609,175,100,50000000000
805,1610,1611,175,32,50000002000
806,1612,1613,175,109,50000001000
807,1614,1615,175,137,49999999000
808,1616,1617,175,22,49999999000
809,1618,1619,175,108,49999999000
810,1620,1621,176,164,50000000000
811,1622,1623,176,43,49999999000
812,1624,1625,176,174,49999997000
813,1626,1627,176,10,50000001000
814,1628,1629,176,128,49999999000
815,1630,1631,176,116,49999999000
816,1632,1633,176,113,49999999000
817,1634,1635,176,18,49999999000
818,1636,1637,176,122,50000000000
819,1638,1639,176,153,50000000000
820,1640,1641,177,107,50000000000
821,1642,1643,177,44,49999998000
822,1644,1645,177,8,49999998000
823,1646,1647,177,101,49999998000
824,1648,1649,177,122,49999999000
825,1650,1651,177,127,50000002000
826,1652,1653,177,40,50000000000
827,1654,1655,177,116,49999999000
828,1656,1657,177,152,50000000000
829,1658,1659,177,123,50000000000
830,1660,1661,178,166,50000000000
831,1662,1663,178,116,49999999000
832,1664,1665,178,8,49999999000
833,1666,1667,178,168,49999999000
834,1668,1669,178,124,49999999000
835,1670,1671,178,126,49999999000
836,1672,1673,178,132,49999998000
837,1674,1675,178,24,50000000000
838,1676,1677,178,163,50000000000
839,1678,1679,178,133,50000000000
840,1680,1681,179,145,50000000000
841,1682,1683,179,162,49999999000
842,1684,1685,179,131,49999999000
843,1686,1687,179,128,50000000000
844,1688,1689,179,112,50000000000
845,1690,1691,179,24,50000000000
846,1692,1693,179,114,49999998000
847,1694,1695,179,138,50000001000
848,1696,1697,179,131,49999997000
849,1698,1699,179,101,50000000000
850,1700,1701,180,8,50000002000
851,1702,1703,180,102,50000000000
852,1704,1705,180,2,50000000000
853,1706,1707,180,150,49999998000
854,1708,1709,180,137,50000000000
855,1710,1711,180,110,50000000000
856,1712,1713,180,169,50000000000
857,1714,1715,180,42,49999998000
858,1716,1717,180,1,50000000000
859,1718,1719,180,103,49999999000
860,1720,1721,181,101,50000001000
861,1722,1723,181,177,49999999000
862,1724,1725,181,142,49999999000
863,1726,1727,181,109,49999999000
864,1728,1729,181,134,50000001000
865,1730,1731,181,16,50000000000
866,1732,1733,181,127,49999998000
867,1734,1735,181,176,49999999000
868,1736,1737,181,127,50000000000
869,1738,1739,181,145,50000001000
870,1740,1741,182,108,49999999000
871,1742,1743,182,127,49999999000
872,1744,1745,182,163,50000000000
873,1746,1747,182,153,50000001000
874,1748,1749,182,33,50000000000
875,1750,1751,182,39,49999999000
876,1752,1753,182,21,50000000000
877,1754,1755,182,101,49999999000
878,1756,1757,182,101,50000000000
