id,sender_id,receiver_id,amount,start_time
341,1627,1647,2002230,34452
342,195,1256,2000043,34521
343,4,96,1998677,34528
344,1087,0,1998351,34628
345,1936,864,2000527,34705
346,94,781,2000406,34749
347,1966,854,2000705,34815
348,802,1941,1998166,34875
349,1762,1951,1997822,34915
350,864,272,1999133,34957
351,1200,1106,2000103,35128
352,447,744,1997139,35137
353,1358,493,1998831,35171
354,1689,272,1999806,35331
355,2016,1936,2000053,35393
356,1571,1051,1999901,35546
357,1114,267,2000952,35634
358,143,1995,1999308,35689
359,1317,1521,1998425,35704
360,1891,360,2000811,35768
361,398,253,2002703,35858
362,589,2093,1999731,36218
363,590,979,1999759,36306
364,690,627,2000956,36393
365,1622,1859,2001471,36519
366,1979,1435,2000550,36681
367,1600,500,1999359,36730
368,427,192,2000144,36745
369,1377,1784,2000477,36816
370,1816,1946,1996891,36916
371,1530,1729,1999916,37167
372,536,730,1998759,37267
373,753,2090,2000039,37307
374,1455,1462,1998493,37315
375,986,148,2000652,37449
376,53,173,1999136,37602
377,1005,1665,1998335,38047
378,1953,406,2000753,38188
379,1797,89,2000187,38203
380,333,168,1999531,38306
381,770,1023,1999808,38351
382,375,564,1999268,38363
383,265,807,2002023,38478
384,1003,388,1999678,38490
385,661,953,2000032,38572
386,213,1221,2000417,38630
387,92,1499,1998789,38726
388,1216,1909,2000892,38758
389,1711,1609,1999166,38786
390,1234,126,2000310,38802
391,1671,2053,1998858,38815
392,1921,5,2001021,38981
393,1265,1217,2002884,39128
394,584,777,1999814,39257
395,613,2006,1999917,39264
396,368,680,1999954,39417
397,707,123,2000894,39515
398,766,1385,2000384,39568
399,1231,657,1999353,39569
400,1222,380,2000782,39573
401,197,1062,1999489,39831
402,1663,338,2000377,40031
403,1041,472,1998899,40186
404,243,1135,2000091,40394
405,1977,422,2000492,40487
406,497,379,2001970,40827
407,1290,77,2000772,40930
408,614,1560,1999928,41105
409,1168,1326,1998957,41315
410,1503,628,2001064,41500
411,644,1794,1999433,41512
412,1608,1777,2000368,41783
413,1094,387,1999359,41842
414,509,405,1999016,41979
415,912,342,1999832,41979
416,2016,709,1998088,42091
417,1276,1229,1997801,42240
418,1366,488,2000563,42261
419,715,1891,2000735,42401
420,635,495,2001211,42520
421,106,543,2000721,42627
422,852,1074,2000115,42774
423,468,893,2000404,42850
424,80,735,2000094,42853
425,516,234,2000455,42944
426,1380,689,1998653,43040
427,988,1287,2000795,43043
428,1936,1656,2001239,43141
429,958,432,2001117,43162
430,1787,731,2000980,43209
431,936,1909,2000733,43346
432,1446,1678,1999273,43383
433,468,2025,1999383,43441
434,954,1407,2000471,43612
435,570,1984,2000299,43612
436,360,1025,2002539,43641
437,1920,1236,2000510,43972
438,1390,418,2000124,43981
439,518,41,1998689,44102
440,63,1589,1999499,44324
441,1999,434,1998808,44437
442,1698,1593,1998246,44456
443,1088,1683,1999885,44476
444,344,784,1997177,44697
445,1342,1935,1999277,44759
446,1592,1631,1998431,44875
447,314,1390,1999646,44943
448,170,1085,1999560,44944
449,107,857,2001194,45179
450,797,80,2000192,45221
451,711,1508,1999925,45502
452,1279,1807,1999266,45510
453,1554,2007,1999568,45880
454,220,1825,2000534,46044
455,628,866,1999993,46086
456,1928,1222,1999483,46258
457,602,1881,2000867,46441
458,1312,1407,2000984,46623
459,313,204,1999553,46791
460,1507,598,2001660,46943
461,2098,1761,1999938,46943
462,1019,546,1997922,46986
463,913,46,2002030,47068
464,1715,248,2000050,47162
465,596,444,2000192,47269
466,2069,1460,2000470,47345
467,603,302,1998604,47434
468,1298,1438,2000100,47495
469,985,1080,1999271,47864
470,475,431,1999728,47905
471,875,271,1999313,48425
472,627,499,2000455,48447
473,844,1985,1999285,48456
474,1183,1130,2000712,48764
475,1373,2052,2000551,48957
476,1330,1467,1999650,48997
477,1470,1150,2001979,49060
478,1426,1889,1999448,49145
479,1408,1343,1999164,49198
480,1272,1756,1999559,49425
481,1337,1638,2001066,49541
482,226,1442,2002270,49601
483,1327,1604,2000564,49673
484,396,828,1998716,49736
485,1315,1311,2001249,49938
486,656,1772,1999954,50590
487,335,990,2001940,50705
488,1313,1218,1998332,50901
489,849,950,2001785,51059
490,1153,1498,2001790,51121
491,1677,1415,2000616,51325
492,1153,1548,1999363,51517
493,981,71,1998952,51643
494,1482,1587,2001384,51712
495,370,1087,2001153,52308
496,293,321,1998555,52397
497,1119,1460,2002033,52426
498,547,1676,2000180,52484
499,1938,122,1998580,52573
500,301,333,1999628,53055
501,1042,619,2001161,53270
502,1499,248,2001582,53347
503,603,1404,1996928,53411
504,621,21,2000752,53461
505,919,835,1999981,53477
506,496,393,1999851,53477
507,440,925,2000186,53541
508,1448,123,1998606,53641
509,1894,431,1999324,53714
510,688,1280,2000119,53742
511,2032,1809,1999800,53798
512,288,1091,1999737,53923
513,2024,560,2000678,53988
514,1619,2040,2000059,53990
515,1013,1667,1999459,54263
516,1048,752,1998178,54275
517,1320,226,1999408,54413
518,419,374,2000804,54416
519,807,302,1999395,54686
520,720,291,2000767,54702
521,1026,704,1999650,54758
522,800,397,1999119,54880
523,1850,559,2001062,54909
524,1916,801,2000695,55068
525,1378,1879,2000066,55158
526,994,702,2000201,55160
527,1996,69,2000614,55295
528,1417,858,2000270,55518
529,877,935,1999641,55677
530,389,1274,2001533,55692
531,1446,291,2001120,55722
532,1196,1257,1998644,55723
533,1957,1172,2000006,55799
534,503,1312,1998218,55982
535,1080,599,1999609,56208
536,1825,55,1999917,56414
537,328,189,2000223,56598
538,1840,241,1999087,56620
539,1978,1040,1998147,56734
540,1910,597,2000901,56757
541,1899,83,2000234,56757
542,87,437,2000261,56913
543,716,1255,1999759,56955
544,522,1031,1999479,57176
545,1705,1520,1999096,57185
546,316,1855,2000365,57205
547,854,918,2001653,57327
548,228,1741,2001192,57453
549,935,410,2000211,57507
550,1301,3,1999682,57677
551,1288,846,2002166,57696
552,506,924,2000963,57916
553,186,926,2000318,57951
554,228,233,1997403,58014
555,1559,1351,1998816,58019
556,1423,1168,1999611,58022
557,924,73,2000421,58052
558,1568,1343,1999829,58328
559,679,307,1999394,58410
560,406,2008,1999348,58512
561,208,276,2000585,58601
562,31,551,1999675,58615
563,447,306,2000639,58735
564,11,986,2000394,58786
565,845,1899,2000210,59046
566,1047,1032,1998685,59046
567,1355,165,2000086,59111
568,707,299,1999882,59202
569,1627,742,2001712,59248
570,1594,1342,2000245,59288
571,347,188,2001111,59399
572,1099,630,2000143,59400
573,1629,1638,2001005,59580
574,1551,471,1999473,59607
575,740,295,2000043,59697
576,1530,670,2001975,59767
577,1550,924,2000936,59872
578,270,594,1998909,59886
579,826,1709,1999818,60038
580,897,107,1999215,60058
581,505,830,1998969,60141
582,756,1676,2000388,60320
583,973,737,2000333,60402
584,253,506,1998937,60510
585,1652,573,1999127,60889
586,549,904,2000849,61120
587,81,1926,1998481,61183
588,1122,297,1999030,61223
589,1927,667,1999975,61246
590,581,206,2000130,61469
591,1835,1721,2000561,61510
592,729,1645,2000197,61726
593,150,1171,1999356,62056
594,1118,275,2000715,62121
595,1801,1877,2000568,62232
596,344,1750,1999138,62320
597,941,1098,2000281,62350
598,1396,208,1999613,62384
599,2096,1312,1998304,62724
600,215,1484,1998941,62732
601,1680,183,1999713,63050
602,961,859,2000455,63074
603,285,469,1999915,63081
604,983,1358,2000038,63146
605,759,1676,2001720,63289
606,1902,1910,1999585,63329
607,719,1043,2000585,63336
608,2050,1204,2002994,63345
609,671,1777,2000446,63429
610,1408,2038,1998509,63532
611,1291,2013,1998811,63714
612,1117,1105,2000637,63734
613,815,1075,1999787,63853
614,821,1099,2000420,63924
615,1194,1417,2000089,64041
616,1271,1496,2000663,64336
617,557,243,2000982,64366
618,905,1014,1999192,64595
619,146,1262,1999440,64646
620,501,1440,1999520,64681
621,1789,1247,1998894,64814
622,857,64,2001056,64885
623,518,241,1999900,64965
624,1034,1379,1998412,64985
625,563,1879,1999938,65168
626,1736,70,1998052,65257
627,1969,335,1999493,65812
628,572,622,2000367,65938
629,2073,1094,2001192,66027
630,76,1299,1999339,66051
631,2000,915,2000420,66319
632,928,1254,1998875,66702
633,28,1355,1998265,66771
634,851,1852,2000750,66791
635,2098,1652,1999979,66932
636,2003,1044,2000254,67006
637,1115,403,1998768,67015
638,1189,1927,1999174,67048
639,115,943,2000433,67144
640,1855,489,1998865,67273
641,418,1824,1997612,67345
642,1934,151,1998497,67464
643,1654,535,2000306,67617
644,1663,1943,1999600,67661
645,1289,1609,1999969,67666
646,554,1969,2001689,67722
647,1749,757,1999423,67940
648,703,96,1998855,67966
649,242,1798,1998993,68255
650,970,1519,1999496,68317
651,179,1166,1999693,68464
652,1690,1882,1998122,68470
653,2011,1141,1999967,68471
654,2099,1638,2000939,68604
655,1042,1980,1999366,68972
656,267,569,1999925,69142
657,1499,1284,2001213,69265
658,1108,2006,1998893,69338
659,761,1490,1999841,69424
660,3,602,1998684,69454
661,1222,23,1997686,69581
662,1455,1080,2000908,69667
663,153,527,2000855,69707
664,388,1696,2001175,69796
665,1180,1600,2000390,70163
666,345,81,2001647,70224
667,1411,2066,2000136,70241
668,829,1261,2000483,70351
669,63,105,2001143,70520
670,1174,1879,2000189,70962
671,1998,384,1999424,71030
672,1503,1608,1999420,71038
673,1670,1884,1999854,71198
674,537,1731,1999128,71200
675,1999,1831,2000450,71353
676,426,521,2000332,71452
677,1281,1265,2000311,71539
678,485,1441,2000456,71978
679,220,1285,1999429,72071
680,1278,658,1999741,72138
681,1668,1022,2001282,72189
682,68,464,2001134,72324
683,673,1371,2000971,72395
684,415,679,1999720,72496
685,437,226,1999228,72558
686,1141,1410,2000128,72584
687,1063,1643,1997769,72715
688,517,299,1998367,73090
689,1806,2056,1999948,73110
690,1426,768,1999975,73174
691,723,1238,2001766,73224
692,1521,550,1999339,73311
693,1541,1931,1999416,73401
694,859,1541,1999311,73572
695,644,206,1998755,73626
696,1119,482,1998984,73643
697,505,458,2001305,73675
698,1234,632,2000216,73688
699,735,765,2000280,73779
700,941,1659,1998177,73808
701,1096,759,2001697,73896
702,1956,406,2000226,73947
703,2061,1754,1999427,74031
704,77,660,1998314,74056
705,852,634,2000814,74081
706,2062,842,2001102,74092
707,1690,413,2000840,74321
708,1611,1023,2000396,74525
709,2091,1374,1999707,74865
710,815,1999,2000064,75011
711,181,548,1999289,75062
712,1321,95,2000988,75201
713,518,1275,1999428,75205
714,1217,1661,1999846,75319
715,1900,1612,2000923,75391
716,1789,1340,2000548,75533
717,740,1710,1999415,75538
718,549,1973,2000310,75664
719,987,1810,2001940,75732
720,654,385,1999694,75784
721,1164,176,1999744,76088
722,407,1041,1999311,76141
723,672,833,1999581,76434
724,1144,1313,1999550,76499
725,1198,553,1999939,76555
726,543,58,1999704,76624
727,1837,1315,2001578,76870
728,686,72,2000721,76901
729,112,1446,2000334,77017
730,139,1104,2000839,77274
731,1425,1867,2000849,77473
732,366,639,1999632,77888
733,561,206,1999092,78038
734,238,1663,2000147,78112
735,1564,1673,1999069,78122
736,1946,1482,2000160,78355
737,1540,501,2000023,78517
738,1178,1662,2001052,78587
739,746,169,2000408,78624
740,1839,1895,1999656,78680
741,800,2049,2001115,78725
742,1399,289,1998249,78792
743,514,1563,2000834,78818
744,432,1997,2000128,78976
745,873,1937,2000686,79021
746,963,502,1999873,79054
747,958,523,2001333,79057
748,2089,1228,2001413,79085
749,1715,104,2000693,79187
750,1053,96,1999855,79639
751,2036,532,2000984,79640
752,1818,1638,2001293,79698
753,1,502,1999407,79822
754,275,82,1999643,80003
755,558,1460,1999973,80045
756,373,646,2000271,80114
757,1809,1339,1998744,80137
758,98,1986,1998281,80183
759,1884,470,1999864,80574
760,115,1913,2000254,80594
761,2015,335,2000611,80804
762,1340,1219,2000207,80886
763,1350,926,1998890,80904
764,684,1281,2000271,81234
765,1273,1597,1999373,81366
766,1321,1283,2001265,81452
767,1968,1806,1998723,81471
768,2038,51,1999354,81478
769,1088,1801,1998396,81506
770,334,802,1999926,81587
771,850,1384,2000159,81737
772,828,1826,2000976,81770
773,1110,1407,2002347,82020
774,334,762,1998081,82162
775,1213,1844,2001009,82199
776,1305,1514,2000904,82316
777,1376,126,2002006,82403
778,403,1307,1999107,82488
779,142,1992,2000239,82518
780,47,380,2001281,82726
781,1921,1146,2001267,82943
782,141,193,1999011,83227
783,273,299,2000006,83442
784,1865,1862,2001747,83545
785,1111,435,2000741,83685
786,1937,1277,1999698,83843
787,1940,1789,1998103,83955
788,1804,400,1998909,84002
789,495,132,1999455,84045
790,1845,2073,2000517,84049
791,819,969,1999867,84075
792,1878,1523,2001940,84201
793,563,1346,1998172,84320
794,925,1469,2000705,84455
795,1778,525,2001476,84498
796,1358,126,1999543,84583
797,1904,1097,1999141,84585
798,1373,1043,1998612,84645
799,2019,920,1998988,84879
800,1706,1927,2000024,84902
801,615,1647,2000224,84983
802,1357,1152,2000355,85031
803,259,1222,2001711,85065
804,1339,899,2000166,85187
805,240,1850,2000037,85223
806,714,1633,1999112,85316
807,1670,290,1999550,85370
808,1038,800,2000689,85566
809,616,1479,2000208,85602
810,483,1282,1999393,85618
811,354,370,1999545,85809
812,1635,1961,2001201,85878
813,770,68,2000667,85934
814,1605,1208,2001211,86119
815,1359,1746,1997529,86192
816,1394,655,1998635,86302
817,1210,1418,2000026,86341
818,960,2069,2000278,86546
819,102,644,1999946,86647
820,61,376,1998604,86708
821,131,35,2001649,86871
822,1368,2093,1999663,87072
823,66,1241,1998835,87247
824,2011,648,1998511,87421
825,1034,972,2001753,87441
826,1790,1758,1998539,87463
827,2099,599,1999329,87531
828,1483,1621,2000914,87534
829,1841,1759,1999005,87696
830,1082,726,2001335,87861
831,1469,1054,2000537,87908
832,1284,807,2000005,87941
833,1002,1139,1999730,88373
834,555,1115,2000280,88517
835,2071,1603,2000140,88756
836,97,596,1997750,88782
837,1373,164,1998703,88978
838,301,1186,2001167,89011
839,985,20,2000818,89014
840,814,917,2001309,89166
841,1121,1175,1999076,89336
842,176,1616,1999614,89422
843,324,1313,2000067,89484
844,1997,508,2000384,89537
845,909,237,2000350,89596
846,1336,1689,2000387,90063
847,1207,2002,1999966,90141
848,20,910,2000929,90177
849,1104,752,2000294,90340
850,1555,1523,2001082,90394
851,1893,1609,1999029,90423
852,536,783,1997334,90440
853,487,362,2000340,90446
854,1124,181,2000980,90501
855,164,793,2002469,90519
856,1037,1357,1998338,90570
857,641,922,1999705,90613
858,506,1574,1999574,90662
859,1215,92,1998182,90725
860,1301,177,2000879,90742
861,1284,706,1999628,90743
862,1989,738,2001730,90804
863,726,1636,1999456,90812
864,66,500,2000079,90929
865,1889,1059,2000881,90960
866,546,882,1999488,91012
867,296,358,2002016,91105
868,2018,1558,2001095,91166
869,262,668,1999167,91478
870,500,8,1999301,91555
871,1664,1010,1999805,91572
872,1435,69,1999928,91771
873,257,954,1999999,91813
874,609,1158,2000047,92131
875,1888,1221,2001304,92204
876,1869,1907,1999238,92225
877,1276,864,2000713,92702
878,1973,96,1999752,92810
879,1619,1057,1998285,92870
880,1108,610,1998468,92943
881,602,2088,1998595,92991
882,1048,1835,2001380,93008
883,475,2018,2000208,93136
884,1289,1949,2000559,93228
885,1782,1295,1998591,93407
886,1860,1241,2000744,93414
887,206,887,1999355,93510
888,2060,764,1998863,93586
889,1494,775,1999182,93747
890,1452,1997,2000596,93797
891,825,129,1999598,94032
892,1191,1253,1998735,94287
893,201,1015,2000633,94373
894,1783,556,1999913,94401
895,593,1512,2001350,94469
896,775,1321,1999485,94578
897,516,1259,1999318,94603
898,741,1217,1998508,94664
899,2074,1553,2001420,94773
900,1334,1554,2000638,94888
901,2029,623,2000508,94987
902,391,664,2000844,95178
903,109,181,2000106,95232
904,1743,619,2001523,95270
905,1670,1021,2001132,95354
906,1701,994,1998975,95697
907,1451,1527,2001319,95728
908,1659,1913,2000897,95734
909,1709,1433,2000469,95920
910,1085,811,1998909,95968
911,1697,821,2001264,95968
912,90,1862,2001715,96003
913,62,67,2000382,96027
914,1642,461,1998924,96124
915,628,581,1999761,96354
916,1188,477,2001479,96593
917,1666,1936,1999861,96706
918,1758,1190,2000497,96706
919,1673,415,1999417,96769
920,1557,937,1999164,96869
921,1084,522,2001059,96876
922,1131,197,1998518,96890
923,1601,670,2001805,97113
924,1543,399,2000486,97117
925,1498,465,1999999,97143
926,1962,397,1998827,97268
927,1590,357,2001548,97697
928,1075,1394,1999412,97809
929,1074,823,1999947,97846
930,1907,396,2001698,97873
931,396,2044,1999789,98029
932,581,625,1999662,98066
933,1976,18,2001222,98079
934,392,675,1998745,98158
935,1461,1717,1999410,98236
936,324,304,1999418,98308
937,1901,996,1999114,98357
938,34,920,1998514,98410
939,1580,1537,1999616,98582
940,1899,642,2000735,98671
941,837,37,1999429,98722
942,693,1261,2000722,98817
943,1071,835,1998709,99051
944,1557,1684,2002229,99230
945,557,1874,1999358,99303
946,2064,329,1998969,99640
947,1360,1596,1999272,99696
948,1010,1716,1999967,100033
949,1758,1678,2001264,100084
950,1548,941,2000323,100118
951,1257,104,2000551,100231
952,97,620,2000100,100341
953,379,1587,2000894,100432
954,242,245,1999468,100585
955,476,1625,1999928,100631
956,809,1484,2000303,100716
957,218,454,1999904,100770
958,1809,622,1999811,100912
959,1756,198,2000399,101040
960,530,1757,1999083,101054
961,832,1887,2000846,101120
962,896,681,2001105,101177
963,548,454,2000155,101348
964,1489,945,2000622,101463
965,888,1281,1999885,101487
966,1260,1720,2001636,101505
967,838,481,1999695,101605
968,208,350,2000236,101664
969,1565,462,2000776,101713
970,49,300,1997735,101746
971,528,170,1998766,101838
972,860,1145,2000988,102007
973,2060,160,1999932,102076
974,807,834,2000655,102134
975,1577,739,2001383,102210
976,1407,1688,1998989,102271
977,451,1119,1999979,102297
978,146,447,1998690,102408
979,481,624,2000679,102433
980,1922,1887,1999718,102645
981,181,298,1997748,102795
982,1926,353,1998335,102987
983,549,817,2000760,103008
984,1619,2043,2000439,103035
985,1192,1044,2000489,103103
986,437,192,1999320,103232
987,957,1749,1999494,103267
988,997,2023,1999232,103350
989,1527,1084,2000344,103358
990,1579,389,2000498,103593
991,694,1964,2000807,103613
992,1598,1262,1999726,103781
993,816,117,1999335,103956
994,936,427,2000062,103964
995,1756,1962,2001543,104054
