id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
52,2050,2051,804,5570,5969,0,1,0,0,0,1,39682-40085,1026
53,2050,2051,62,5704,6100,0,1,0,0,0,1,39682-40085,1026
54,2050,2051,1315,5966,6362,0,1,0,0,0,1,39682-40085,1026
55,2050,2051,2327,6045,6447,0,1,0,0,0,1,39682-40085,1026
56,2050,2051,377,6081,6482,0,1,0,0,0,1,39682-40085,1026
57,2050,2051,618,6372,6772,0,1,0,0,0,1,39682-40085,1026
58,2050,2051,108,6481,6880,0,1,0,0,0,1,39682-40085,1026
59,2050,2051,1385,6522,6918,0,1,0,0,0,1,39682-40085,1026
60,2050,2051,262,6648,7045,0,1,0,0,0,1,39682-40085,1026
61,2050,2051,640,6722,7120,0,1,0,0,0,1,39682-40085,1026
62,2050,2051,465,6796,7192,0,1,0,0,0,1,39682-40085,1026
63,2050,2051,551,6832,7234,0,1,0,0,0,1,39682-40085,1026
64,2050,2051,758,6863,7260,0,1,0,0,0,1,39682-40085,1026
65,2050,2051,645,6875,7273,0,1,0,0,0,1,39682-40085,1026
66,2050,2051,349,6978,7382,0,1,0,0,0,1,39682-40085,1026
67,2050,2051,646,7014,7415,0,1,0,0,0,1,39682-40085,1026
68,2050,2051,98,7145,7544,0,1,0,0,0,1,39682-40085,1026
69,2050,2051,751,7165,7564,0,1,0,0,0,1,39682-40085,1026
70,2050,2051,483,7225,7627,0,1,0,0,0,1,39682-40085,1026
71,2050,2051,1088,7280,7676,0,1,0,0,0,1,39682-40085,1026
72,2050,2051,496,7314,7712,0,1,0,0,0,1,39682-40085,1026
73,2050,2051,350,7316,7715,0,1,0,0,0,1,39682-40085,1026
74,2050,2051,1041,7339,7739,0,1,0,0,0,1,39682-40085,1026
75,2050,2051,308,7382,7780,0,1,0,0,0,1,39682-40085,1026
76,2050,2051,10,7391,7786,0,1,0,0,0,1,39682-40085,1026
77,2050,2051,773,7435,7832,0,1,0,0,0,1,39682-40085,1026
78,2050,2051,842,7474,7873,0,1,0,0,0,1,39682-40085,1026
79,2050,2051,319,7555,7952,0,1,0,0,0,1,39682-40085,1026
80,2050,2051,802,7673,8073,0,1,0,0,0,1,39682-40085,1026
81,2050,2051,1165,7955,8351,0,1,0,0,0,1,39682-40085,1026
82,2050,2051,380,7991,8383,0,1,0,0,0,1,39682-40085,1026
83,2050,2051,2189,8249,8645,0,1,0,0,0,1,39682-40085,1026
84,2050,2051,543,8304,8699,0,1,0,0,0,1,39682-40085,1026
85,2050,2051,945,8372,8771,0,1,0,0,0,1,39682-40085,1026
86,2050,2051,132,8397,8793,0,1,0,0,0,1,39682-40085,1026
87,2050,2051,139,8398,8797,0,1,0,0,0,1,39682-40085,1026
88,2050,2051,1200,8501,8901,0,1,0,0,0,1,39682-40085,1026
89,2050,2051,155,8561,8954,0,1,0,0,0,1,39682-40085,1026
90,2050,2051,173,8661,9058,0,1,0,0,0,1,39682-40085,1026
91,2050,2051,590,8966,9363,0,1,0,0,0,1,39682-40085,1026
92,2050,2051,1414,9040,9440,0,1,0,0,0,1,39682-40085,1026
93,2050,2051,749,9291,9689,0,1,0,0,0,1,39682-40085,1026
94,2050,2051,1072,9337,9737,0,1,0,0,0,1,39682-40085,1026
95,2050,2051,269,9418,9812,0,1,0,0,0,1,39682-40085,1026
96,2050,2051,532,9469,9868,0,1,0,0,0,1,39682-40085,1026
97,2050,2051,292,9493,9891,0,1,0,0,0,1,39682-40085,1026
98,2050,2051,950,9546,9943,0,1,0,0,0,1,39682-40085,1026
99,2050,2051,1793,9811,10209,0,1,0,0,0,1,39682-40085,1026
100,2050,2051,467,9811,10208,0,1,0,0,0,1,39682-40085,1026
101,2050,2051,1000,9964,10360,0,1,0,0,0,1,39682-40085,1026
102,2050,2051,1181,10217,10615,0,1,0,0,0,1,39682-40085,1026
103,2050,2051,2103,10242,10644,0,1,0,0,0,1,39682-40085,1026
104,2050,2051,1053,10552,10951,0,1,0,0,0,1,39682-40085,1026
105,2050,2051,996,10648,11043,0,1,0,0,0,1,39682-40085,1026
106,2050,2051,416,10670,11065,0,1,0,0,0,1,39682-40085,1026
107,2050,2051,523,10975,11376,0,1,0,0,0,1,39682-40085,1026
108,2050,2051,755,11196,11592,0,1,0,0,0,1,39682-40085,1026
109,2050,2051,962,11343,11740,0,1,0,0,0,1,39682-40085,1026
110,2050,2051,1140,11622,12027,0,1,0,0,0,1,39682-40085,1026
111,2050,2051,57,11994,12396,0,1,0,0,0,1,39682-40085,1026
112,2050,2051,40,12019,12417,0,1,0,0,0,1,39682-40085,1026
113,2050,2051,516,12094,12490,0,1,0,0,0,1,39682-40085,1026
114,2050,2051,1593,12100,12498,0,1,0,0,0,1,39682-40085,1026
115,2050,2051,40,12149,12543,0,1,0,0,0,1,39682-40085,1026
116,2050,2051,442,12151,12548,0,1,0,0,0,1,39682-40085,1026
117,2050,2051,175,12215,12614,0,1,0,0,0,1,39682-40085,1026
118,2050,2051,60,12248,12645,0,1,0,0,0,1,39682-40085,1026
119,2050,2051,691,12303,12700,0,1,0,0,0,1,39682-40085,1026
120,2050,2051,256,12438,12833,0,1,0,0,0,1,39682-40085,1026
121,2050,2051,1300,12572,12970,0,1,0,0,0,1,39682-40085,1026
122,2050,2051,1300,12755,13153,0,1,0,0,0,1,39682-40085,1026
123,2050,2051,702,12778,13178,0,1,0,0,0,1,39682-40085,1026
124,2050,2051,918,12842,13239,0,1,0,0,0,1,39682-40085,1026
125,2050,2051,977,12992,13389,0,1,0,0,0,1,39682-40085,1026
126,2050,2051,886,13655,14056,0,1,0,0,0,1,39682-40085,1026
127,2050,2051,827,13863,14262,0,1,0,0,0,1,39682-40085,1026
128,2050,2051,859,14018,14417,0,1,0,0,0,1,39682-40085,1026
129,2050,2051,605,14178,14579,0,1,0,0,0,1,39682-40085,1026
130,2050,2051,248,14228,14626,0,1,0,0,0,1,39682-40085,1026
131,2050,2051,850,14270,14669,0,1,0,0,0,1,39682-40085,1026
132,2050,2051,907,14434,14830,0,1,0,0,0,1,39682-40085,1026
133,2050,2051,785,14605,15001,0,1,0,0,0,1,39682-40085,1026
134,2050,2051,73,14625,15021,0,1,0,0,0,1,39682-40085,1026
135,2050,2051,225,14635,15036,0,1,0,0,0,1,39682-40085,1026
136,2050,2051,376,14639,15040,0,1,0,0,0,1,39682-40085,1026
137,2050,2051,661,14657,15053,0,1,0,0,0,1,39682-40085,1026
138,2050,2051,712,14737,15136,0,1,0,0,0,1,39682-40085,1026
139,2050,2051,116,14738,15139,0,1,0,0,0,1,39682-40085,1026
140,2050,2051,199,14852,15253,0,1,0,0,0,1,39682-40085,1026
141,2050,2051,1055,14866,15262,0,1,0,0,0,1,39682-40085,1026
142,2050,2051,2072,14954,15353,0,1,0,0,0,1,39682-40085,1026
143,2050,2051,1709,15107,15507,0,1,0,0,0,1,39682-40085,1026
144,2050,2051,400,15353,15749,0,1,0,0,0,1,39682-40085,1026
145,2050,2051,1577,15463,15861,0,1,0,0,0,1,39682-40085,1026
146,2050,2051,317,15531,15927,0,1,0,0,0,1,39682-40085,1026
147,2050,2051,1500,15845,16245,0,1,0,0,0,1,39682-40085,1026
148,2050,2051,931,16065,16463,0,1,0,0,0,1,39682-40085,1026
149,2050,2051,710,16069,16470,0,1,0,0,0,1,39682-40085,1026
150,2050,2051,1589,16075,16475,0,1,0,0,0,1,39682-40085,1026
151,2050,2051,620,16431,16827,0,1,0,0,0,1,39682-40085,1026
152,2050,2051,182,16448,16847,0,1,0,0,0,1,39682-40085,1026
153,2050,2051,2252,16527,16924,0,1,0,0,0,1,39682-40085,1026
154,2050,2051,925,16555,16954,0,1,0,0,0,1,39682-40085,1026
155,2050,2051,624,16577,16977,0,1,0,0,0,1,39682-40085,1026
156,2050,2051,738,16722,17120,0,1,0,0,0,1,39682-40085,1026
157,2050,2051,447,16742,17139,0,1,0,0,0,1,39682-40085,1026
158,2050,2051,799,16824,17223,0,1,0,0,0,1,39682-40085,1026
159,2050,2051,638,16833,17231,0,1,0,0,0,1,39682-40085,1026
160,2050,2051,784,16836,17236,0,1,0,0,0,1,39682-40085,1026
161,2050,2051,98,17050,17447,0,1,0,0,0,1,39682-40085,1026
162,2050,2051,269,17592,17989,0,1,0,0,0,1,39682-40085,1026
163,2050,2051,883,17592,17992,0,1,0,0,0,1,39682-40085,1026
164,2050,2051,227,17667,18065,0,1,0,0,0,1,39682-40085,1026
165,2050,2051,1781,17946,18342,0,1,0,0,0,1,39682-40085,1026
166,2050,2051,714,17985,18385,0,1,0,0,0,1,39682-40085,1026
167,2050,2051,748,17992,18389,0,1,0,0,0,1,39682-40085,1026
168,2050,2051,785,18445,18842,0,1,0,0,0,1,39682-40085,1026
169,2050,2051,1194,18580,18979,0,1,0,0,0,1,39682-40085,1026
170,2050,2051,659,18678,19078,0,1,0,0,0,1,39682-40085,1026
171,2050,2051,72,18719,19115,0,1,0,0,0,1,39682-40085,1026
172,2050,2051,215,18723,19119,0,1,0,0,0,1,39682-40085,1026
173,2050,2051,630,18865,19262,0,1,0,0,0,1,39682-40085,1026
174,2050,2051,1093,18950,19350,0,1,0,0,0,1,39682-40085,1026
175,2050,2051,1045,18959,19356,0,1,0,0,0,1,39682-40085,1026
176,2050,2051,415,19051,19449,0,1,0,0,0,1,39682-40085,1026
177,2050,2051,35,19164,19564,0,1,0,0,0,1,39682-40085,1026
178,2050,2051,2983,19398,19795,0,1,0,0,0,1,39682-40085,1026
179,2050,2051,1748,19466,19867,0,1,0,0,0,1,39682-40085,1026
180,2050,2051,315,19593,19990,0,1,0,0,0,1,39682-40085,1026
181,2050,2051,264,19619,20016,0,1,0,0,0,1,39682-40085,1026
182,2050,2051,254,19932,20332,0,1,0,0,0,1,39682-40085,1026
183,2050,2051,1796,19989,20389,0,1,0,0,0,1,39682-40085,1026
184,2050,2051,815,20129,20531,0,1,0,0,0,1,39682-40085,1026
185,2050,2051,1745,20168,20566,0,1,0,0,0,1,39682-40085,1026
186,2050,2051,767,20287,20684,0,1,0,0,0,1,39682-40085,1026
187,2050,2051,1645,20581,20978,0,1,0,0,0,1,39682-40085,1026
188,2050,2051,1688,20683,21077,0,1,0,0,0,1,39682-40085,1026
189,2050,2051,3021,20819,21217,0,1,0,0,0,1,39682-40085,1026
190,2050,2051,57,20882,21283,0,1,0,0,0,1,39682-40085,1026
191,2050,2051,1233,20883,21282,0,1,0,0,0,1,39682-40085,1026
192,2050,2051,26,20941,21338,0,1,0,0,0,1,39682-40085,1026
193,2050,2051,151,20958,21354,0,1,0,0,0,1,39682-40085,1026
194,2050,2051,1520,20981,21380,0,1,0,0,0,1,39682-40085,1026
195,2050,2051,747,21018,21414,0,1,0,0,0,1,39682-40085,1026
196,2050,2051,1761,21072,21473,0,1,0,0,0,1,39682-40085,1026
197,2050,2051,663,21134,21534,0,1,0,0,0,1,39682-40085,1026
198,2050,2051,575,21163,21561,0,1,0,0,0,1,39682-40085,1026
199,2050,2051,1203,21216,21613,0,1,0,0,0,1,39682-40085,1026
200,2050,2051,258,21293,21690,0,1,0,0,0,1,39682-40085,1026
201,2050,2051,1672,21405,21805,0,1,0,0,0,1,39682-40085,1026
202,2050,2051,856,21673,22070,0,1,0,0,0,1,39682-40085,1026
203,2050,2051,329,21824,22223,0,1,0,0,0,1,39682-40085,1026
204,2050,2051,850,21909,22309,0,1,0,0,0,1,39682-40085,1026
205,2050,2051,707,21946,22349,0,1,0,0,0,1,39682-40085,1026
206,2050,2051,250,22119,22518,0,1,0,0,0,1,39682-40085,1026
207,2050,2051,770,22150,22550,0,1,0,0,0,1,39682-40085,1026
208,2050,2051,1912,22276,22675,0,1,0,0,0,1,39682-40085,1026
209,2050,2051,814,22473,22870,0,1,0,0,0,1,39682-40085,1026
210,2050,2051,1775,22492,22890,0,1,0,0,0,1,39682-40085,1026
211,2050,2051,428,23041,23434,0,1,0,0,0,1,39682-40085,1026
212,2050,2051,203,23126,23528,0,1,0,0,0,1,39682-40085,1026
213,2050,2051,1025,23580,23979,0,1,0,0,0,1,39682-40085,1026
214,2050,2051,1252,23648,24045,0,1,0,0,0,1,39682-40085,1026
215,2050,2051,558,23795,24195,0,1,0,0,0,1,39682-40085,1026
216,2050,2051,1196,24130,24529,0,1,0,0,0,1,39682-40085,1026
217,2050,2051,282,24140,24535,0,1,0,0,0,1,39682-40085,1026
218,2050,2051,347,24381,24777,0,1,0,0,0,1,39682-40085,1026
219,2050,2051,1049,24393,24788,0,1,0,0,0,1,39682-40085,1026
220,2050,2051,660,24505,24906,0,1,0,0,0,1,39682-40085,1026
221,2050,2051,109,24604,25006,0,1,0,0,0,1,39682-40085,1026
222,2050,2051,1568,24648,25050,0,1,0,0,0,1,39682-40085,1026
223,2050,2051,415,25042,25439,0,1,0,0,0,1,39682-40085,1026
224,2050,2051,435,25098,25497,0,1,0,0,0,1,39682-40085,1026
225,2050,2051,222,25161,25557,0,1,0,0,0,1,39682-40085,1026
226,2050,2051,964,25245,25646,0,1,0,0,0,1,39682-40085,1026
227,2050,2051,1165,25337,25736,0,1,0,0,0,1,39682-40085,1026
228,2050,2051,374,25469,25866,0,1,0,0,0,1,39682-40085,1026
229,2050,2051,956,25784,26181,0,1,0,0,0,1,39682-40085,1026
230,2050,2051,245,25900,26295,0,1,0,0,0,1,39682-40085,1026
231,2050,2051,1319,25943,26341,0,1,0,0,0,1,39682-40085,1026
232,2050,2051,211,26179,26577,0,1,0,0,0,1,39682-40085,1026
233,2050,2051,854,26194,26590,0,1,0,0,0,1,39682-40085,1026
234,2050,2051,382,26229,26625,0,1,0,0,0,1,39682-40085,1026
235,2050,2051,360,26261,26656,0,1,0,0,0,1,39682-40085,1026
236,2050,2051,71,26451,26849,0,1,0,0,0,1,39682-40085,1026
237,2050,2051,1122,26542,26938,0,1,0,0,0,1,39682-40085,1026
238,2050,2051,482,26626,27026,0,1,0,0,0,1,39682-40085,1026
239,2050,2051,130,26762,27160,0,1,0,0,0,1,39682-40085,1026
240,2050,2051,99,26825,27225,0,1,0,0,0,1,39682-40085,1026
241,2050,2051,1688,26906,27307,0,1,0,0,0,1,39682-40085,1026
242,2050,2051,173,26990,27388,0,1,0,0,0,1,39682-40085,1026
243,2050,2051,1152,27122,27520,0,1,0,0,0,1,39682-40085,1026
244,2050,2051,907,27122,27518,0,1,0,0,0,1,39682-40085,1026
245,2050,2051,133,27155,27554,0,1,0,0,0,1,39682-40085,1026
246,2050,2051,1160,27284,27680,0,1,0,0,0,1,39682-40085,1026
247,2050,2051,1983,27343,27741,0,1,0,0,0,1,39682-40085,1026
248,2050,2051,1069,27450,27848,0,1,0,0,0,1,39682-40085,1026
249,2050,2051,673,27657,28057,0,1,0,0,0,1,39682-40085,1026
250,2050,2051,550,27693,28089,0,1,0,0,0,1,39682-40085,1026
251,2050,2051,1299,27711,28108,0,1,0,0,0,1,39682-40085,1026
252,2050,2051,1595,27769,28168,0,1,0,0,0,1,39682-40085,1026
253,2050,2051,519,27792,28189,0,1,0,0,0,1,39682-40085,1026
254,2050,2051,1437,28047,28442,0,1,0,0,0,1,39682-40085,1026
255,2050,2051,85,28225,28623,0,1,0,0,0,1,39682-40085,1026
256,2050,2051,450,28313,28711,0,1,0,0,0,1,39682-40085,1026
257,2050,2051,522,28333,28727,0,1,0,0,0,1,39682-40085,1026
258,2050,2051,1107,28407,28807,0,1,0,0,0,1,39682-40085,1026
259,2050,2051,1591,28407,28808,0,1,0,0,0,1,39682-40085,1026
260,2050,2051,288,28435,28835,0,1,0,0,0,1,39682-40085,1026
261,2050,2051,1281,28499,28898,0,1,0,0,0,1,39682-40085,1026
262,2050,2051,1433,28588,28987,0,1,0,0,0,1,39682-40085,1026
263,2050,2051,2218,28830,29233,0,1,0,0,0,1,39682-40085,1026
264,2050,2051,192,28888,29285,0,1,0,0,0,1,39682-40085,1026
265,2050,2051,1231,28974,29371,0,1,0,0,0,1,39682-40085,1026
266,2050,2051,581,28988,29380,0,1,0,0,0,1,39682-40085,1026
267,2050,2051,303,29096,29494,0,1,0,0,0,1,39682-40085,1026
268,2050,2051,1575,29139,29539,0,1,0,0,0,1,39682-40085,1026
269,2050,2051,1003,29276,29673,0,1,0,0,0,1,39682-40085,1026
270,2050,2051,875,29355,29753,0,1,0,0,0,1,39682-40085,1026
271,2050,2051,1351,29580,29979,0,1,0,0,0,1,39682-40085,1026
272,2050,2051,2303,29793,30189,0,1,0,0,0,1,39682-40085,1026
273,2050,2051,94,29979,30375,0,1,0,0,0,1,39682-40085,1026
274,2050,2051,137,30000,30397,0,1,0,0,0,1,39682-40085,1026
275,2050,2051,2137,30015,30413,0,1,0,0,0,1,39682-40085,1026
276,2050,2051,1812,30046,30442,0,1,0,0,0,1,39682-40085,1026
277,2050,2051,1056,30077,30478,0,1,0,0,0,1,39682-40085,1026
278,2050,2051,2132,30107,30503,0,1,0,0,0,1,39682-40085,1026
279,2050,2051,1062,30281,30681,0,1,0,0,0,1,39682-40085,1026
280,2050,2051,1200,30755,31153,0,1,0,0,0,1,39682-40085,1026
281,2050,2051,1043,30978,31377,0,1,0,0,0,1,39682-40085,1026
282,2050,2051,194,31044,31441,0,1,0,0,0,1,39682-40085,1026
283,2050,2051,863,31134,31534,0,1,0,0,0,1,39682-40085,1026
284,2050,2051,674,31164,31560,0,1,0,0,0,1,39682-40085,1026
285,2050,2051,1370,31270,31669,0,1,0,0,0,1,39682-40085,1026
286,2050,2051,473,31319,31715,0,1,0,0,0,1,39682-40085,1026
287,2050,2051,1128,31347,31747,0,1,0,0,0,1,39682-40085,1026
288,2050,2051,94,31500,31898,0,1,0,0,0,1,39682-40085,1026
289,2050,2051,649,31534,31932,0,1,0,0,0,1,39682-40085,1026
290,2050,2051,40,31651,32051,0,1,0,0,0,1,39682-40085,1026
291,2050,2051,796,32133,32529,0,1,0,0,0,1,39682-40085,1026
292,2050,2051,1139,32139,32539,0,1,0,0,0,1,39682-40085,1026
293,2050,2051,583,32451,32848,0,1,0,0,0,1,39682-40085,1026
294,2050,2051,1335,32636,33031,0,1,0,0,0,1,39682-40085,1026
295,2050,2051,1120,32680,33078,0,1,0,0,0,1,39682-40085,1026
296,2050,2051,1064,32818,33220,0,1,0,0,0,1,39682-40085,1026
297,2050,2051,385,33052,33455,0,1,0,0,0,1,39682-40085,1026
298,2050,2051,727,33121,33519,0,1,0,0,0,1,39682-40085,1026
299,2050,2051,14,33150,33547,0,1,0,0,0,1,39682-40085,1026
300,2050,2051,195,33169,33564,0,1,0,0,0,1,39682-40085,1026
301,2050,2051,549,33552,33948,0,1,0,0,0,1,39682-40085,1026
302,2050,2051,1633,33628,34026,0,1,0,0,0,1,39682-40085,1026
303,2050,2051,857,33794,34192,0,1,0,0,0,1,39682-40085,1026
304,2050,2051,524,33818,34217,0,1,0,0,0,1,39682-40085,1026
305,2050,2051,494,33890,34284,0,1,0,0,0,1,39682-40085,1026
306,2050,2051,1440,34055,34455,0,1,0,0,0,1,39682-40085,1026
307,2050,2051,584,34075,34471,0,1,0,0,0,1,39682-40085,1026
308,2050,2051,659,34130,34531,0,1,0,0,0,1,39682-40085,1026
309,2050,2051,1157,34176,34575,0,1,0,0,0,1,39682-40085,1026
310,2050,2051,2149,34227,34625,0,1,0,0,0,1,39682-40085,1026
311,2050,2051,699,34341,34740,0,1,0,0,0,1,39682-40085,1026
312,2050,2051,301,34555,34954,0,1,0,0,0,1,39682-40085,1026
313,2050,2051,440,34687,35088,0,1,0,0,0,1,39682-40085,1026
314,2050,2051,2042,34712,35109,0,1,0,0,0,1,39682-40085,1026
315,2050,2051,112,34938,35336,0,1,0,0,0,1,39682-40085,1026
316,2050,2051,1914,34970,35368,0,1,0,0,0,1,39682-40085,1026
317,2050,2051,580,35036,35433,0,1,0,0,0,1,39682-40085,1026
318,2050,2051,293,35116,35513,0,1,0,0,0,1,39682-40085,1026
319,2050,2051,647,35237,35634,0,1,0,0,0,1,39682-40085,1026
320,2050,2051,590,35258,35655,0,1,0,0,0,1,39682-40085,1026
321,2050,2051,1991,35265,35659,0,1,0,0,0,1,39682-40085,1026
322,2050,2051,863,35336,35731,0,1,0,0,0,1,39682-40085,1026
323,2050,2051,323,35344,35740,0,1,0,0,0,1,39682-40085,1026
324,2050,2051,2097,35370,35767,0,1,0,0,0,1,39682-40085,1026
325,2050,2051,30,35421,35823,0,1,0,0,0,1,39682-40085,1026
326,2050,2051,2887,35512,35911,0,1,0,0,0,1,39682-40085,1026
327,2050,2051,166,35696,36095,0,1,0,0,0,1,39682-40085,1026
328,2050,2051,2767,35723,36124,0,1,0,0,0,1,39682-40085,1026
329,2050,2051,923,35743,36143,0,1,0,0,0,1,39682-40085,1026
330,2050,2051,494,35810,36208,0,1,0,0,0,1,39682-40085,1026
331,2050,2051,422,35906,36303,0,1,0,0,0,1,39682-40085,1026
332,2050,2051,2374,35964,36362,0,1,0,0,0,1,39682-40085,1026
333,2050,2051,570,36084,36481,0,1,0,0,0,1,39682-40085,1026
334,2050,2051,372,36250,36647,0,1,0,0,0,1,39682-40085,1026
335,2050,2051,1206,36295,36690,0,1,0,0,0,1,39682-40085,1026
336,2050,2051,353,36335,36733,0,1,0,0,0,1,39682-40085,1026
337,2050,2051,938,36481,36879,0,1,0,0,0,1,39682-40085,1026
338,2050,2051,1162,36604,37005,0,1,0,0,0,1,39682-40085,1026
339,2050,2051,1142,36607,37006,0,1,0,0,0,1,39682-40085,1026
340,2050,2051,723,36936,37333,0,1,0,0,0,1,39682-40085,1026
341,2050,2051,483,37047,37442,0,1,0,0,0,1,39682-40085,1026
342,2050,2051,1288,37208,37606,0,1,0,0,0,1,39682-40085,1026
343,2050,2051,38,37238,37636,0,1,0,0,0,1,39682-40085,1026
344,2050,2051,1064,37571,37973,0,1,0,0,0,1,39682-40085,1026
345,2050,2051,1670,37713,38111,0,1,0,0,0,1,39682-40085,1026
346,2050,2051,374,37770,38170,0,1,0,0,0,1,39682-40085,1026
347,2050,2051,2199,37792,38188,0,1,0,0,0,1,39682-40085,1026
348,2050,2051,717,37998,38395,0,1,0,0,0,1,39682-40085,1026
349,2050,2051,26,38138,38536,0,1,0,0,0,1,39682-40085,1026
350,2050,2051,519,38219,38615,0,1,0,0,0,1,39682-40085,1026
351,2050,2051,116,38512,38911,0,1,0,0,0,1,39682-40085,1026
352,2050,2051,627,38632,39030,0,1,0,0,0,1,39682-40085,1026
353,2050,2051,1138,38705,39101,0,1,0,0,0,1,39682-40085,1026
354,2050,2051,427,38783,39180,0,1,0,0,0,1,39682-40085,1026
355,2050,2051,815,38795,39194,0,1,0,0,0,1,39682-40085,1026
356,2050,2051,2471,38848,39244,0,1,0,0,0,1,39682-40085,1026
357,2050,2051,1108,39024,39423,0,1,0,0,0,1,39682-40085,1026
358,2050,2051,1557,39180,39574,0,1,0,0,0,1,39682-40085,1026
359,2050,2051,2518,39355,39752,0,1,0,0,0,1,39682-40085,1026
360,2050,2051,270,39384,39787,0,1,0,0,0,1,39682-40085,1026
361,2050,2051,2645,39532,39929,0,1,0,0,0,1,39682-40085,1026
362,2050,2051,675,39750,40151,0,1,0,0,0,1,39682-40085,1026
363,2050,2051,524,39788,40181,0,1,0,0,0,1,39682-40085,1026
364,2050,2051,2595,39890,40288,0,1,0,0,0,1,39682-40085,1026
365,2050,2051,127,40055,40450,0,1,0,0,0,1,39682-40085,1026
366,2050,2051,435,40125,40523,0,1,0,0,0,1,39682-40085,1026
367,2050,2051,250,40210,40609,0,1,0,0,0,1,39682-40085,1026
368,2050,2051,456,40403,40800,0,1,0,0,0,1,39682-40085,1026
369,2050,2051,828,40487,40886,0,1,0,0,0,1,39682-40085,1026
370,2050,2051,1807,40586,40985,0,1,0,0,0,1,39682-40085,1026
371,2050,2051,1361,40600,40996,0,1,0,0,0,1,39682-40085,1026
