id,sender_id,receiver_id,amount,start_time
331,2050,2051,422,35906
332,2050,2051,2374,35964
333,2050,2051,570,36084
334,2050,2051,372,36250
335,2050,2051,1206,36295
336,2050,2051,353,36335
337,2050,2051,938,36481
338,2050,2051,1162,36604
339,2050,2051,1142,36607
340,2050,2051,723,36936
341,2050,2051,483,37047
342,2050,2051,1288,37208
343,2050,2051,38,37238
344,2050,2051,1064,37571
345,2050,2051,1670,37713
346,2050,2051,374,37770
347,2050,2051,2199,37792
348,2050,2051,717,37998
349,2050,2051,26,38138
350,2050,2051,519,38219
351,2050,2051,116,38512
352,2050,2051,627,38632
353,2050,2051,1138,38705
354,2050,2051,427,38783
355,2050,2051,815,38795
356,2050,2051,2471,38848
357,2050,2051,1108,39024
358,2050,2051,1557,39180
359,2050,2051,2518,39355
360,2050,2051,270,39384
361,2050,2051,2645,39532
362,2050,2051,675,39750
363,2050,2051,524,39788
364,2050,2051,2595,39890
365,2050,2051,127,40055
366,2050,2051,435,40125
367,2050,2051,250,40210
368,2050,2051,456,40403
369,2050,2051,828,40487
370,2050,2051,1807,40586
371,2050,2051,1361,40600
372,2050,2051,1144,40640
373,2050,2051,116,40759
374,2050,2051,812,40887
375,2050,2051,534,41131
376,2050,2051,1480,41169
377,2050,2051,3365,41242
378,2050,2051,1633,41333
379,2050,2051,137,41333
380,2050,2051,624,41495
381,2050,2051,12,41499
382,2050,2051,518,41519
383,2050,2051,588,41536
384,2050,2051,2232,41616
385,2050,2051,311,41689
386,2050,2051,844,42129
387,2050,2051,1285,42156
388,2050,2051,957,42256
389,2050,2051,44,42383
390,2050,2051,1162,42409
391,2050,2051,208,42459
392,2050,2051,1404,42515
393,2050,2051,1615,42537
394,2050,2051,1201,42775
395,2050,2051,782,42829
396,2050,2051,1643,43059
397,2050,2051,590,43316
398,2050,2051,584,43447
399,2050,2051,834,43526
400,2050,2051,990,43616
401,2050,2051,1161,43901
402,2050,2051,599,44334
403,2050,2051,5,44377
404,2050,2051,1311,44510
405,2050,2051,19,44552
406,2050,2051,387,44600
407,2050,2051,1581,44611
408,2050,2051,1088,44780
409,2050,2051,497,44781
410,2050,2051,908,44788
411,2050,2051,311,44931
412,2050,2051,1219,44940
413,2050,2051,1360,45156
414,2050,2051,1508,45158
415,2050,2051,479,45250
416,2050,2051,697,45512
417,2050,2051,496,45561
418,2050,2051,545,45641
419,2050,2051,264,45684
420,2050,2051,816,45695
421,2050,2051,2597,45768
422,2050,2051,1210,45836
423,2050,2051,711,45858
424,2050,2051,280,45923
425,2050,2051,253,45970
426,2050,2051,2646,46105
427,2050,2051,1345,46198
428,2050,2051,468,46398
429,2050,2051,1241,46486
430,2050,2051,864,46601
431,2050,2051,1450,46770
432,2050,2051,340,46877
433,2050,2051,702,46921
434,2050,2051,112,47090
435,2050,2051,1007,47175
436,2050,2051,1526,47437
437,2050,2051,1366,47524
438,2050,2051,549,47537
439,2050,2051,2376,47629
440,2050,2051,289,47743
441,2050,2051,1095,47799
442,2050,2051,518,47894
443,2050,2051,706,48023
444,2050,2051,574,48228
445,2050,2051,40,48237
446,2050,2051,165,48369
447,2050,2051,1232,48494
448,2050,2051,674,48538
449,2050,2051,403,48751
450,2050,2051,1421,48990
451,2050,2051,1689,49185
452,2050,2051,640,49277
453,2050,2051,827,49406
454,2050,2051,751,49470
455,2050,2051,88,49477
456,2050,2051,360,49812
457,2050,2051,352,49917
458,2050,2051,742,49977
459,2050,2051,421,50185
460,2050,2051,856,50553
461,2050,2051,552,50565
462,2050,2051,2058,50897
463,2050,2051,2213,50968
464,2050,2051,1539,50991
465,2050,2051,1375,50994
466,2050,2051,1045,51098
467,2050,2051,322,51128
468,2050,2051,985,51137
469,2050,2051,56,51161
470,2050,2051,1342,51210
471,2050,2051,1321,51229
472,2050,2051,622,51376
473,2050,2051,223,51381
474,2050,2051,1423,51400
475,2050,2051,1002,51409
476,2050,2051,862,51459
477,2050,2051,600,51583
478,2050,2051,351,51617
479,2050,2051,956,51691
480,2050,2051,533,51809
481,2050,2051,52,51902
482,2050,2051,1012,52008
483,2050,2051,807,52071
484,2050,2051,455,52083
485,2050,2051,103,52219
486,2050,2051,206,52312
487,2050,2051,73,52461
488,2050,2051,414,52511
489,2050,2051,163,52689
490,2050,2051,861,52806
491,2050,2051,1161,53103
492,2050,2051,306,53156
493,2050,2051,268,53340
494,2050,2051,297,53461
495,2050,2051,1963,53547
496,2050,2051,1111,53771
497,2050,2051,737,53797
498,2050,2051,1359,53797
499,2050,2051,180,53798
500,2050,2051,1429,53965
501,2050,2051,2143,54073
502,2050,2051,106,54109
503,2050,2051,1733,54191
504,2050,2051,439,54259
505,2050,2051,639,54271
506,2050,2051,1473,54441
507,2050,2051,2177,54448
508,2050,2051,939,54684
509,2050,2051,911,55039
510,2050,2051,11,55039
511,2050,2051,795,55056
512,2050,2051,1490,55342
513,2050,2051,470,55461
514,2050,2051,1182,55712
515,2050,2051,392,55771
516,2050,2051,462,55790
517,2050,2051,1202,55841
518,2050,2051,724,55853
519,2050,2051,80,55912
520,2050,2051,86,55940
521,2050,2051,417,55951
522,2050,2051,1367,56013
523,2050,2051,214,56100
524,2050,2051,1473,56210
525,2050,2051,1077,56304
526,2050,2051,12,56314
527,2050,2051,695,56665
528,2050,2051,21,56681
529,2050,2051,1774,56801
530,2050,2051,510,56827
531,2050,2051,449,56902
532,2050,2051,507,56961
533,2050,2051,640,57002
534,2050,2051,1214,57049
535,2050,2051,1773,57069
536,2050,2051,1063,57257
537,2050,2051,588,57274
538,2050,2051,107,57360
539,2050,2051,1152,57528
540,2050,2051,556,57556
541,2050,2051,570,57663
542,2050,2051,1558,57873
543,2050,2051,809,58011
544,2050,2051,1710,58060
545,2050,2051,815,58132
546,2050,2051,459,58137
547,2050,2051,386,58137
548,2050,2051,1088,58140
549,2050,2051,563,58410
550,2050,2051,669,58869
551,2050,2051,394,59085
552,2050,2051,131,59090
553,2050,2051,1615,59292
554,2050,2051,1002,59413
555,2050,2051,35,59474
556,2050,2051,470,59482
557,2050,2051,5,59663
558,2050,2051,1055,59686
559,2050,2051,625,59699
560,2050,2051,21,60366
561,2050,2051,23,60404
562,2050,2051,16,60568
563,2050,2051,555,60704
564,2050,2051,1489,60735
565,2050,2051,833,60774
566,2050,2051,1152,60802
567,2050,2051,1406,61005
568,2050,2051,941,61210
569,2050,2051,808,61235
570,2050,2051,447,61434
571,2050,2051,65,61751
572,2050,2051,471,61798
573,2050,2051,431,61863
574,2050,2051,239,61953
575,2050,2051,86,62017
576,2050,2051,197,62156
577,2050,2051,660,62294
578,2050,2051,2356,62399
579,2050,2051,1081,62448
580,2050,2051,580,62494
581,2050,2051,825,62684
582,2050,2051,1265,62883
583,2050,2051,854,63024
584,2050,2051,249,63096
585,2050,2051,666,63195
586,2050,2051,206,63199
587,2050,2051,1092,63214
588,2050,2051,1028,63312
589,2050,2051,200,63410
590,2050,2051,167,63517
591,2050,2051,630,63519
592,2050,2051,303,63581
593,2050,2051,347,63771
594,2050,2051,97,63847
595,2050,2051,478,63859
596,2050,2051,74,63909
597,2050,2051,1419,64014
598,2050,2051,2261,64210
599,2050,2051,716,64523
600,2050,2051,1300,64697
601,2050,2051,32,64785
602,2050,2051,505,64848
603,2050,2051,361,64913
604,2050,2051,1016,64952
605,2050,2051,401,65281
606,2050,2051,307,65426
607,2050,2051,941,65444
608,2050,2051,97,65515
609,2050,2051,446,65772
610,2050,2051,1646,66153
611,2050,2051,260,66191
612,2050,2051,1336,66193
613,2050,2051,253,66272
614,2050,2051,1609,66300
615,2050,2051,1338,66599
616,2050,2051,203,66675
617,2050,2051,700,66778
618,2050,2051,997,66999
619,2050,2051,281,67485
620,2050,2051,893,67638
621,2050,2051,74,67738
622,2050,2051,1918,67798
623,2050,2051,1899,67829
624,2050,2051,204,67955
625,2050,2051,635,68101
626,2050,2051,731,68228
627,2050,2051,120,68275
628,2050,2051,843,68410
629,2050,2051,791,68514
630,2050,2051,85,68711
631,2050,2051,1205,68779
632,2050,2051,42,69091
633,2050,2051,1954,69117
634,2050,2051,1346,69485
635,2050,2051,213,69510
636,2050,2051,1209,69533
637,2050,2051,1182,69663
638,2050,2051,636,69670
639,2050,2051,1224,69706
640,2050,2051,336,69910
641,2050,2051,1521,69913
642,2050,2051,1128,70305
643,2050,2051,209,70327
644,2050,2051,1032,70387
645,2050,2051,825,70710
646,2050,2051,1876,70877
647,2050,2051,171,70938
648,2050,2051,833,70962
649,2050,2051,1310,71186
650,2050,2051,1514,71416
651,2050,2051,1423,71429
652,2050,2051,345,71454
653,2050,2051,209,71844
654,2050,2051,131,71867
655,2050,2051,1067,71911
656,2050,2051,1046,71955
657,2050,2051,2470,71981
658,2050,2051,224,72329
659,2050,2051,954,72370
660,2050,2051,490,72420
661,2050,2051,380,72505
662,2050,2051,8,72630
663,2050,2051,673,72700
664,2050,2051,95,72915
665,2050,2051,375,72921
666,2050,2051,154,73061
667,2050,2051,715,73092
668,2050,2051,19,73092
669,2050,2051,240,73139
670,2050,2051,285,73175
671,2050,2051,379,73247
672,2050,2051,1005,73261
673,2050,2051,1372,73285
674,2050,2051,3149,73315
675,2050,2051,180,73369
676,2050,2051,867,73376
677,2050,2051,52,73410
678,2050,2051,729,73424
679,2050,2051,583,73578
680,2050,2051,1052,73708
681,2050,2051,1087,73746
682,2050,2051,510,73794
683,2050,2051,918,73852
684,2050,2051,780,73948
685,2050,2051,2655,73968
686,2050,2051,316,74342
687,2050,2051,2664,74351
688,2050,2051,790,74443
689,2050,2051,1226,74690
690,2050,2051,290,74737
691,2050,2051,252,74771
692,2050,2051,443,74983
693,2050,2051,1502,75203
694,2050,2051,1082,75303
695,2050,2051,11,75351
696,2050,2051,1496,75370
697,2050,2051,2211,75443
698,2050,2051,561,75498
699,2050,2051,51,75568
700,2050,2051,94,75973
701,2050,2051,496,76068
702,2050,2051,422,76308
703,2050,2051,2403,76337
704,2050,2051,1335,76395
705,2050,2051,1161,76526
706,2050,2051,2381,76766
707,2050,2051,199,76789
708,2050,2051,1398,76842
709,2050,2051,672,76973
710,2050,2051,878,76974
711,2050,2051,1476,77006
712,2050,2051,642,77382
713,2050,2051,114,77399
714,2050,2051,1825,77434
715,2050,2051,766,77442
716,2050,2051,1043,77452
717,2050,2051,857,77695
718,2050,2051,508,77823
719,2050,2051,269,77900
720,2050,2051,995,77997
721,2050,2051,1024,78069
722,2050,2051,989,78082
723,2050,2051,46,78136
724,2050,2051,400,78225
725,2050,2051,963,78311
726,2050,2051,815,78359
727,2050,2051,357,78442
728,2050,2051,363,78456
729,2050,2051,1438,78460
730,2050,2051,686,78484
731,2050,2051,889,78658
732,2050,2051,1370,78849
733,2050,2051,915,78975
734,2050,2051,1406,79020
735,2050,2051,97,79116
736,2050,2051,327,79149
737,2050,2051,1328,79159
738,2050,2051,1097,79280
739,2050,2051,660,79313
740,2050,2051,1215,79465
741,2050,2051,1075,79491
742,2050,2051,537,79757
743,2050,2051,369,79912
744,2050,2051,964,80257
745,2050,2051,686,80268
746,2050,2051,1707,80323
747,2050,2051,897,80360
748,2050,2051,1316,80409
749,2050,2051,1039,80411
750,2050,2051,601,80522
751,2050,2051,1059,80548
752,2050,2051,696,80566
753,2050,2051,113,80584
754,2050,2051,611,80711
755,2050,2051,1399,80941
756,2050,2051,506,81107
757,2050,2051,106,81188
758,2050,2051,262,81442
759,2050,2051,291,81610
760,2050,2051,1117,81612
761,2050,2051,930,81671
762,2050,2051,705,81757
763,2050,2051,217,81955
764,2050,2051,49,81980
765,2050,2051,673,82080
766,2050,2051,1325,82267
767,2050,2051,2154,82356
768,2050,2051,431,82394
769,2050,2051,1483,82445
770,2050,2051,442,82460
771,2050,2051,1504,82476
772,2050,2051,980,82501
773,2050,2051,264,82554
774,2050,2051,13,82885
775,2050,2051,734,82989
776,2050,2051,2392,83009
777,2050,2051,547,83068
778,2050,2051,631,83293
779,2050,2051,793,83350
780,2050,2051,1285,83365
781,2050,2051,772,83636
782,2050,2051,438,83732
783,2050,2051,190,83788
784,2050,2051,336,83802
785,2050,2051,372,83921
786,2050,2051,523,84336
787,2050,2051,966,84387
788,2050,2051,735,84406
789,2050,2051,759,84536
790,2050,2051,216,84569
791,2050,2051,1888,84581
792,2050,2051,402,84607
793,2050,2051,573,84712
794,2050,2051,182,84896
795,2050,2051,62,84988
796,2050,2051,120,85177
797,2050,2051,1606,85261
798,2050,2051,154,85333
799,2050,2051,198,85556
800,2050,2051,2294,85667
801,2050,2051,1159,85755
802,2050,2051,381,85799
803,2050,2051,1284,85807
804,2050,2051,273,85838
805,2050,2051,941,85906
806,2050,2051,37,86057
807,2050,2051,1458,86321
808,2050,2051,1043,86461
809,2050,2051,634,86627
810,2050,2051,100,86679
811,2050,2051,124,86753
812,2050,2051,729,86778
813,2050,2051,115,86854
814,2050,2051,406,86919
815,2050,2051,1191,86924
816,2050,2051,707,87034
817,2050,2051,1083,87084
818,2050,2051,301,87320
819,2050,2051,95,87527
820,2050,2051,753,87664
821,2050,2051,2141,87736
822,2050,2051,455,88067
823,2050,2051,496,88068
824,2050,2051,573,88200
825,2050,2051,1086,88298
826,2050,2051,587,88327
827,2050,2051,372,88481
828,2050,2051,73,88519
829,2050,2051,778,88532
830,2050,2051,1498,88550
831,2050,2051,1581,88556
832,2050,2051,474,88653
833,2050,2051,1530,88667
834,2050,2051,49,88830
835,2050,2051,420,89008
836,2050,2051,512,89033
837,2050,2051,921,89330
838,2050,2051,195,89350
839,2050,2051,233,89479
840,2050,2051,618,89626
841,2050,2051,338,89710
842,2050,2051,348,89928
843,2050,2051,649,89990
844,2050,2051,951,90022
845,2050,2051,677,90036
846,2050,2051,99,90092
847,2050,2051,452,90185
848,2050,2051,291,90240
849,2050,2051,940,90276
850,2050,2051,696,90403
851,2050,2051,440,90403
852,2050,2051,631,90481
853,2050,2051,856,90506
854,2050,2051,1023,90573
855,2050,2051,1089,90589
856,2050,2051,2446,90616
857,2050,2051,1333,90795
858,2050,2051,1785,90856
859,2050,2051,189,91458
860,2050,2051,912,91496
861,2050,2051,2100,91499
862,2050,2051,441,91511
863,2050,2051,489,91623
864,2050,2051,319,91674
865,2050,2051,883,91876
866,2050,2051,1696,91899
867,2050,2051,1255,92090
868,2050,2051,2085,92115
869,2050,2051,321,92175
870,2050,2051,631,92383
871,2050,2051,1305,92557
872,2050,2051,312,92671
873,2050,2051,652,92671
874,2050,2051,581,92706
875,2050,2051,1242,92796
876,2050,2051,943,93055
877,2050,2051,1524,93067
878,2050,2051,1109,93170
879,2050,2051,92,93356
880,2050,2051,284,93398
881,2050,2051,1059,93450
882,2050,2051,454,93747
883,2050,2051,1075,93775
884,2050,2051,336,93806
885,2050,2051,232,93808
886,2050,2051,620,93916
887,2050,2051,1329,94005
888,2050,2051,785,94005
889,2050,2051,550,94005
890,2050,2051,1062,94186
891,2050,2051,1,94238
892,2050,2051,329,94324
893,2050,2051,880,94439
894,2050,2051,410,94515
895,2050,2051,448,94555
896,2050,2051,75,94710
897,2050,2051,201,95037
898,2050,2051,216,95089
899,2050,2051,192,95164
900,2050,2051,657,95277
901,2050,2051,176,95317
902,2050,2051,1050,95413
903,2050,2051,1067,95549
904,2050,2051,361,95603
905,2050,2051,961,95614
906,2050,2051,157,95784
907,2050,2051,1641,95814
908,2050,2051,990,95901
909,2050,2051,1799,95999
910,2050,2051,150,96002
911,2050,2051,240,96124
912,2050,2051,1276,96137
913,2050,2051,1423,96185
914,2050,2051,644,96337
915,2050,2051,1163,96621
916,2050,2051,467,96684
917,2050,2051,1863,96920
918,2050,2051,534,97071
919,2050,2051,236,97074
920,2050,2051,1854,97075
921,2050,2051,620,97077
922,2050,2051,734,97110
923,2050,2051,660,97122
924,2050,2051,91,97424
925,2050,2051,1056,97477
926,2050,2051,817,97579
927,2050,2051,1611,97689
928,2050,2051,413,97814
929,2050,2051,558,97873
930,2050,2051,27,97945
931,2050,2051,62,98012
932,2050,2051,1585,98047
933,2050,2051,1203,98136
934,2050,2051,1253,98194
935,2050,2051,214,98403
936,2050,2051,87,98540
937,2050,2051,238,98564
938,2050,2051,759,98606
939,2050,2051,1403,98611
940,2050,2051,1053,98638
941,2050,2051,194,98654
942,2050,2051,248,98677
943,2050,2051,927,98698
944,2050,2051,327,98703
945,2050,2051,598,98724
946,2050,2051,603,98789
947,2050,2051,529,98795
948,2050,2051,1530,98805
949,2050,2051,610,98810
950,2050,2051,326,98912
951,2050,2051,2318,98921
952,2050,2051,1355,99120
953,2050,2051,852,99195
954,2050,2051,1496,99454
955,2050,2051,167,99458
956,2050,2051,149,99561
957,2050,2051,278,99578
958,2050,2051,206,99684
959,2050,2051,993,99702
960,2050,2051,187,99854
961,2050,2051,1064,100242
962,2050,2051,949,100318
963,2050,2051,1158,100367
964,2050,2051,1002,100367
965,2050,2051,214,100403
966,2050,2051,549,100481
967,2050,2051,89,100550
968,2050,2051,804,100577
969,2050,2051,937,100793
970,2050,2051,733,100824
971,2050,2051,220,100824
972,2050,2051,697,100928
973,2050,2051,116,100979
974,2050,2051,283,101000
975,2050,2051,169,101006
976,2050,2051,439,101139
977,2050,2051,251,101160
978,2050,2051,298,101300
979,2050,2051,1343,101327
980,2050,2051,1230,101343
981,2050,2051,396,101444
982,2050,2051,1327,101540
983,2050,2051,386,101639
984,2050,2051,677,101646
985,2050,2051,1134,101678
986,2050,2051,600,101740
987,2050,2051,1344,101814
988,2050,2051,203,101970
989,2050,2051,159,102139
990,2050,2051,1474,102140
991,2050,2051,819,102164
992,2050,2051,1536,102210
993,2050,2051,92,102371
994,2050,2051,152,102399
995,2050,2051,2311,102453
996,2050,2051,807,102493
997,2050,2051,40,102825
998,2050,2051,224,102985
999,2050,2051,484,103211
1000,2050,2051,793,103225
1001,2050,2051,240,103261
1002,2050,2051,319,103270
1003,2050,2051,779,103838
1004,2050,2051,1132,103997
1005,2050,2051,1389,104033
1006,2050,2051,1698,104082
1007,2050,2051,951,104115
1008,2050,2051,273,104213
1009,2050,2051,211,104314
1010,2050,2051,180,104580
1011,2050,2051,146,104616
1012,2050,2051,542,104618
1013,2050,2051,82,104652
1014,2050,2051,245,104730
1015,2050,2051,1706,104777
1016,2050,2051,559,104899
1017,2050,2051,474,104936
1018,2050,2051,77,104936
1019,2050,2051,512,105103
1020,2050,2051,810,105158
1021,2050,2051,380,105309
1022,2050,2051,1110,105326
1023,2050,2051,2237,105720
1024,2050,2051,441,105756
1025,2050,2051,866,105912
1026,2050,2051,90,105937
1027,2050,2051,1716,106058
1028,2050,2051,1481,106100
1029,2050,2051,530,106380
1030,2050,2051,142,106425
1031,2050,2051,784,106431
1032,2050,2051,592,106473
1033,2050,2051,624,106489
1034,2050,2051,151,106673
1035,2050,2051,2008,106692
1036,2050,2051,660,106773
1037,2050,2051,1026,106808
1038,2050,2051,1528,106812
1039,2050,2051,806,107319
1040,2050,2051,1221,107558
1041,2050,2051,654,107577
1042,2050,2051,214,107619
1043,2050,2051,1522,107769
